ToolID,ToolCode,CompanyCode,Model,Barcode,Description,CreatedDate,UpdatedDate,IsActive
562,KGDR2020K-3T20,MFC,KGDR2020K-3T20,NULL,"CÁN DAO TIỆN","2019-06-18 14:23:39","2019-06-18 14:23:39",1
563,KGDR2525M-2T17,MFC,KGDR2525M-2T17,NULL,"CÁN DAO TIỆN","2019-06-18 14:24:15","2019-06-18 14:24:15",1
564,KGMR2020K-2T17,MFC,KGMR2020K-2T17,NULL,"CÁN DAO TIỆN","2019-06-18 14:24:31","2019-06-18 14:24:31",1
565,KGMR2020K-3T20,MFC,KGMR2020K-3T20,NULL,"CÁN DAO TIỆN","2019-06-18 14:25:03","2019-06-18 14:25:03",1
566,KGMMR2020K-3,MFC,KGMMR2020K-3,NULL,"CÁN DAO TIỆN","2019-06-18 14:25:23","2019-06-18 14:25:23",1
567,KIGMR2016B-3V,MFC,KIGMR2016B-3V,NULL,"CÁN DAO TIỆN","2019-06-18 14:26:28","2019-06-18 14:26:28",1
568,KTKFL1212JX-12,MFC,KTKFL1212JX-12,NULL,"CÁN DAO TIỆN","2019-06-18 14:26:51","2019-06-18 14:26:51",1
569,KTKFR2020JX-16,MFC,KTKFR2020JX-16,NULL,"CÁN DAO TIỆN","2019-06-18 14:27:16","2019-06-18 14:27:16",1
570,MVLNR2020K-16,MFC,MVLNR2020K-16,NULL,"CÁN DAO TIỆN","2019-06-18 14:31:19","2019-06-18 14:31:19",1
571,S25R-PDUNR15-32,MFC,S25R-PDUNR15-32,NULL,"CÁN DAO TIỆN","2019-06-18 14:31:46","2019-06-18 14:31:46",1
572,SINR1210-11/HOLDER,MFC,SINR1210-11/HOLDER,NULL,"CÁN DAO TIỆN","2019-06-18 14:32:08","2019-06-18 14:33:20",0
573,SINR1616S-16,MFC,SINR1616S-16,NULL,"CÁN DAO TIỆN","2019-06-18 14:37:58","2019-06-18 14:37:58",1
574,WWLNR2020K-08,MFC,WWLNR2020K-08,NULL,"CÁN DAO TIỆN","2019-06-18 14:43:15","2019-06-18 14:43:15",1
575,VY-140318-01,MFC,VY-140318-01,NULL,"CÁN DAO TIỆN RẢNH ","2019-06-18 14:43:38","2019-06-18 14:43:38",1
576,A32S-DWLNR08-40,MFC,A32S-DWLNR08-40,NULL,"CÁN KHOAN 32","2019-06-18 14:44:58","2019-06-18 14:44:58",1
577,DDJNR2020K-150,MFC,DDJNR2020K-150,NULL,"CÁN TIỆN","2019-06-18 14:45:16","2019-06-18 14:45:16",1
578,KGMR2525M-3,MFC,KGMR2525M-3,NULL,"CÁN TIỆN","2019-06-18 14:45:57","2019-06-18 14:45:57",1
579,20ER040,MFC,20ER040,NULL,COLLET,"2019-06-18 14:46:15","2019-06-18 14:46:15",1
580,20ER060,MFC,20ER060,NULL,COLLET,"2019-06-18 14:46:32","2019-06-18 14:46:32",1
581,20ER080,MFC,20ER080,NULL,COLLET,"2019-06-18 14:46:48","2019-06-18 14:46:48",1
582,20ER050,MFC,20ER050,NULL,COLLET,"2019-06-18 14:47:04","2019-06-18 14:47:04",1
583,20ER030,MFC,20ER030,NULL,COLLET,"2019-06-18 14:47:50","2019-06-18 14:47:50",1
584,25ER020,MFC,25ER020,NULL,COLLET,"2019-06-18 14:48:21","2019-06-18 14:48:21",1
585,25ER030,MFC,25ER030,NULL,COLLET,"2019-06-18 14:48:49","2019-06-18 14:48:49",1
586,25ER040,MFC,25ER040,NULL,COLLET,"2019-06-18 14:49:10","2019-06-18 14:49:10",1
587,25ER100,MFC,25ER100,NULL,COLLET,"2019-06-18 14:49:55","2019-06-18 14:49:55",1
588,25ER130,MFC,25ER130,NULL,COLLET,"2019-06-18 14:50:11","2019-06-18 14:50:11",1
589,25ER150,MFC,25ER150,NULL,COLLET,"2019-06-18 14:50:52","2019-06-18 14:50:52",1
590,25ER060,MFC,25ER060,NULL,COLLET,"2019-06-18 14:51:08","2019-06-18 14:51:08",1
591,25ER080,MFC,25ER080,NULL,COLLET,"2019-06-18 14:51:35","2019-06-18 14:51:35",1
592,32ER020,MFC,32ER020,NULL,COLLET,"2019-06-18 14:53:12","2019-06-18 14:53:12",1
593,32ER030,MFC,32ER030,NULL,COLLET,"2019-06-18 14:53:31","2019-06-18 14:53:31",1
594,32ER040,MFC,32ER040,NULL,COLLET,"2019-06-18 14:53:55","2019-06-18 14:53:55",1
595,32ER060,MFC,32ER060,NULL,COLLET,"2019-06-18 14:54:15","2019-06-18 14:54:15",1
596,32ER070,MFC,32ER070,NULL,COLLET,"2019-06-18 14:54:35","2019-06-18 14:54:35",1
597,32ER080,MFC,32ER080,NULL,COLLET,"2019-06-18 14:54:53","2019-06-18 14:54:53",1
598,32ER090,MFC,32ER090,NULL,COLLET,"2019-06-18 15:16:21","2019-06-18 15:16:21",1
599,32ER100,MFC,32ER100,NULL,COLLET,"2019-06-18 15:18:01","2019-06-18 15:18:01",1
600,32ER120,MFC,32ER120,NULL,COLLET,"2019-06-18 15:18:27","2019-06-18 15:18:27",1
601,32ER200,MFC,32ER200,NULL,COLLET,"2019-06-18 15:18:46","2019-06-18 15:18:46",1
602,32ER150,MFC,32ER150,NULL,COLLET,"2019-06-18 15:19:03","2019-06-18 15:19:03",1
603,32ER160,MFC,32ER160,NULL,COLLET,"2019-06-18 15:19:28","2019-06-18 15:19:28",1
604,16ER010,MFC,16ER010,NULL,COLLET,"2019-06-18 15:19:49","2019-06-18 15:19:49",1
605,16ER040,MFC,16ER040,NULL,COLLET,"2019-06-18 15:20:28","2019-06-18 15:20:28",1
606,16ER060,MFC,16ER060,NULL,COLLET,"2019-06-18 15:20:45","2019-06-18 15:20:45",1
607,40ER250,MFC,40ER250,NULL,COLLET,"2019-06-18 15:21:52","2019-06-18 15:21:52",1
608,BT40BER16040M,MFC,BT40BER16040M,NULL,"ĐẦU KẸP MŨI PHAY","2019-06-18 15:22:13","2019-06-18 15:22:13",1
609,BT40BER20060M,MFC,BT40BER20060M,NULL,"ĐẦU KẸP MŨI PHAY","2019-06-18 15:22:50","2019-06-18 15:22:50",1
610,BT40BER25070M,MFC,BT40BER25070M,NULL,"ĐẦU KẸP MŨI PHAY","2019-06-18 15:23:09","2019-06-18 15:23:09",1
611,BT40BER32070M,MFC,BT40BER32070M,NULL,"ĐẦU KẸP MŨI PHAY","2019-06-18 15:23:43","2019-06-18 15:23:43",1
612,DIN40-AL,MFC,DIN40-AL,NULL,"ĐUÔI CHUỘT","2019-06-18 15:24:00","2019-06-18 15:24:00",1
613,MAZAK-BT40,MFC,MAZAK-BT40,NULL,"ĐUÔI CHUỘT","2019-06-18 15:24:18","2019-06-18 15:24:18",1
614,240-140,MFC,240-140,NULL,"ỐC CÁN 12","2019-06-18 15:24:37","2019-06-18 15:24:37",1
615,"TS 25064I-HG-P",MFC,"TS 25064I-HG-P",NULL,"ỐC CÁN 16","2019-06-18 15:25:13","2019-06-18 15:25:13",1
616,293-241-30,MFC,293-241-30,NULL,"PAME 25-50","2019-06-18 15:25:31","2019-06-18 15:25:31",1
617,293-242-30,MFC,293-242-30,NULL,"PAME 50-75","2019-06-18 15:26:04","2019-06-18 15:26:04",1
618,293-233-30,MFC,293-233-30,NULL,"PAME 75-100","2019-06-18 15:26:24","2019-06-18 15:26:24",1
619,103-141-10,MFC,103-141-10,NULL,"PAME CƠ 100-125","2019-06-18 15:27:14","2019-06-18 15:27:14",1
620,103-142-10,MFC,103-142-10,NULL,"PAME CƠ 125-150","2019-06-18 15:27:36","2019-06-18 15:27:36",1
621,103-143-10,MFC,103-143-10,NULL,"PAME CƠ 150-175","2019-06-18 15:28:25","2019-06-18 15:28:25",1
622,103-144-10,MFC,103-144-10,NULL,"PAME CƠ 175-200","2019-06-18 15:28:42","2019-06-18 15:28:42",1
623,103-145-10,MFC,103-145-10,NULL,"PAME CƠ 200-225","2019-06-18 15:29:26","2019-06-18 15:29:26",1
624,103-146-10,MFC,103-146-10,NULL,"PAME CƠ 225-250","2019-06-18 15:29:45","2019-06-18 15:29:45",1
625,103-147-10,MFC,103-147-10,NULL,"PAME CƠ 250-275","2019-06-18 15:30:05","2019-06-18 15:30:05",1
626,275-300,MFC,275-300,NULL,"PAME CƠ 275-300","2019-06-18 15:30:27","2019-06-18 15:30:27",1
627,500-197-30,MFC,500-197-30,NULL,"THƯỚC CẶP ĐIỆN TỬ 0-300mm","2019-06-18 15:30:46","2019-06-18 15:30:46",1
628,293-243-30,MFC,293-243-30,NULL,"PAME 75-100","2019-06-24 11:01:35","2019-06-24 11:01:36",1
629,293-240-30,MFC,293-240-30,NULL,"PAME 0-25","2019-06-24 11:01:57","2019-06-24 11:01:57",1
630,500-501-10,MFC,500-501-10,NULL,"THƯỚC CẶP ĐIỆN TỬ 0-500mm","2019-06-24 11:02:21","2019-06-24 11:02:21",1
632,VP-018,MFC,VP-018,NULL,"CĂN LỐC","2019-08-01 10:37:24","2019-08-20 07:38:53",1
633,103-148-10,MFC,103-148-10,NULL,"PAME CƠ 275-300","2019-08-01 10:38:26","2019-08-01 10:38:26",1
634,D10-TIN,MFC,D10-TIN,NULL,"ĐẦU DÒ","2019-08-01 10:38:47","2019-08-01 10:38:47",1
670,LP-2H7,MFC,LP-2H7,NULL,"PIN THỬ","2019-08-20 07:33:31","2019-08-20 07:38:23",1
671,LP-3H7,MFC,LP-3H7,NULL,"PIN THỬ","2019-08-20 07:34:00","2019-08-20 07:38:30",1
672,LP-4H7,MFC,LP-4H7,NULL,"PIN THỬ","2019-08-20 07:34:21","2019-08-20 07:38:38",1
673,LP-5H7,MFC,LP-5H7,NULL,"PIN THỬ","2019-08-20 07:34:39","2019-08-20 07:37:30",1
674,LP-6H7,MFC,LP-6H7,NULL,"PIN THỬ","2019-08-20 07:35:14","2019-08-20 07:37:42",1
675,LP-7H7,MFC,LP-7H7,NULL,"PIN THỬ","2019-08-20 07:35:42","2019-08-20 07:37:54",1
676,LP-10H7,MFC,LP-10H7,NULL,"PIN THỬ","2019-08-20 07:36:04","2019-08-20 07:38:03",1
677,LP-12H7,MFC,LP-12H7,NULL,"PIN THỬ","2019-08-20 07:36:33","2019-08-20 07:38:13",1
678,186-105,MFC,186-105,NULL,"DƯƠNG ĐO R","2019-08-20 07:37:12","2019-08-20 07:37:12",1
679,"M8P1.25-6 GPNP",MFC,"M8P1.25-6 GPNP",NULL,"DƯỠNG REN TRỤ M8*1 CHUẨN ISO","2019-08-20 07:39:33","2019-08-20 07:39:33",1
680,"M10P1.5-6 GPNP",MFC,"M10P1.5-6 GPNP",NULL,"DƯỠNG REN TRỤ M10*1 CHUẨN ISO","2019-08-20 07:39:53","2019-08-20 07:39:53",1
681,"M12P1.75-6 GPNP",MFC,"M12P1.75-6 GPNP",NULL,"DƯỠNG REN TRỤ M12*1 CHUẨN ISO","2019-08-20 07:40:18","2019-08-20 07:40:18",1
682,293-230-30,MFC,293-230-30,NULL,"PAME 0-25","2019-08-20 07:40:52","2019-08-20 07:40:52",1
683,293-231-30,MFC,293-231-30,NULL,"PAME 25-50","2019-08-20 07:41:23","2019-08-20 07:41:23",1
684,293-232-30,MFC,293-232-30,NULL,"PAME 50-75","2019-08-20 07:41:55","2019-08-20 07:41:55",1
685,368-165,MFC,368-165,NULL,"PANME ĐO TRONG 16-20mm","2019-08-20 07:43:22","2019-08-20 07:43:22",1
686,368-166,MFC,368-166,NULL,"PANME ĐO TRONG 20-25mm","2019-08-20 07:44:09","2019-08-20 07:44:09",1
687,368-167,MFC,368-167,NULL,"PANME ĐO TRONG 25-30mm","2019-08-20 07:44:41","2019-08-20 07:44:41",1
688,368-168,MFC,368-168,NULL,"PANME ĐO TRONG","2019-08-20 07:45:47","2019-08-20 07:45:47",1
689,500-173,MFC,500-173,NULL,"THƯỚC CẶP ĐIỆN TỬ 0-300mm","2019-08-20 07:46:46","2019-08-20 07:46:46",1
690,516-947-10,MFC,516-947-10,NULL,"BỘ LỐC 0.5-100MM","2019-08-20 07:48:06","2019-08-20 07:48:06",1
691,192-132,MFC,192-132,NULL,"THƯỚC ĐO CAO 0-600mm","2019-08-20 07:48:37","2019-08-20 07:48:37",1
692,422-230-30,MFC,422-230-30,NULL,"PANME ĐO RÃNH","2019-08-20 07:49:09","2019-08-20 07:49:09",1
693,513-401-10E,MFC,513-401-10E,NULL,"ĐỒNG HỒ SO","2019-08-20 07:50:12","2019-08-20 07:50:12",1
694,215-153-10,MFC,215-153-10,NULL,"ĐẾ PANME","2019-08-20 07:50:47","2019-08-20 07:50:47",1
695,543-490B,MFC,543-490B,NULL,"ĐỒNG HỒ ĐO RÃNH","2019-08-20 07:51:11","2019-08-20 07:51:11",1
697,AHU1540R-4,MFC,AHU1540R-4,NULL,"Cán dao 40R0.8","2019-08-26 15:22:44","2019-08-26 15:22:44",1
698,PGA-30012,MFC,PGA-30012,NULL,"MÁY MÀI HƠI","2019-08-26 15:24:03","2019-08-26 15:24:03",1
699,155-90068,MFC,155-90068,NULL,"CÁN MÓC SHAVIV","2019-08-26 15:24:39","2019-08-26 15:24:39",1
700,152-00016,MFC,152-00016,NULL,"CÁN CẠO BAVIA B10","2019-08-26 15:24:59","2019-08-26 15:24:59",1
701,JDMT150508R-JP4120,MFC,JDMT150508R-JP4120,NULL,"INSERT R0.8","2019-08-27 08:36:07","2019-08-27 08:36:07",1
702,AJX09R252SA25S,MFC,AJX09R252SA25S,NULL,"CAN 25R3","2019-09-03 09:43:28","2019-09-03 09:43:28",1
731,513-404-10E,MFC,513-404-10E,NULL,"ĐỒNG HỒ SO","2019-09-14 10:42:41","2019-09-14 10:42:41",1
732,511-711,MFC,511-711,NULL,"BORE GAGE 18-35MM","2019-09-14 10:43:02","2019-09-14 10:43:02",1
733,511-713,MFC,511-713,NULL,"BORE GAGE 50-150MM","2019-09-14 10:43:25","2019-09-14 10:43:25",1
734,177-177,MFC,177-177,NULL,"VÒNG HIỆU CHUẨN PANME 16MM","2019-09-14 10:43:58","2019-09-14 10:43:58",1
735,177-139,MFC,177-139,NULL,"VÒNG HIỆU CHUẨN PANME 25MM","2019-09-14 10:45:09","2019-09-14 10:45:09",1
736,177-290,MFC,177-290,NULL,"VÒNG HIỆU CHUẨN PANME 40MM","2019-09-14 10:45:29","2019-09-14 10:45:29",1
737,"GPIP II M20P1.5",MFC,"GPIP II M20P1.5",NULL,"Dưỡng ren M20*1.5","2019-09-14 10:45:50","2019-09-14 10:45:50",1
